gene_symbol,hgnc_id,gene_score,conclusion_code,best_disease_score,best_disease_name,best_omim_id,best_orpha_id,best_mondo_id,best_disease_source_dbs,best_disease_match_status,mapping_basis,second_best_disease_score,score_gap_to_second_best,disease_profile_count,input_hpo_count,scoring_hpo_count,matched_hpo_count,unmatched_hpo_count,mean_input_hpo_ic,candidate_variant_count_in_gene,gene_sources,best_term_evidence_summary,db_versions,warning,sample_id,gene_rank
THOC3,HGNC:19072,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5401
THOC5,HGNC:19074,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5402
THSD7A,HGNC:22207,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5403
THSD7B,HGNC:29348,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5404
TIFAB,HGNC:34024,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5405
TIFAB-AS1,HGNC:41047,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5406
TIMM23,HGNC:17312,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,7,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5407
TIMM44,HGNC:17316,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5408
TIMP2,HGNC:11821,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5409
TLE1,HGNC:11837,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5410
TLK1,HGNC:11841,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5411
TLN1,HGNC:11845,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5412
TLN2,HGNC:15447,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5413
TLR1,HGNC:11847,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5414
TM4SF5,HGNC:11857,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5415
TM9SF3,HGNC:21529,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5416
TM9SF4,HGNC:30797,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5417
TMC2,HGNC:16527,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5418
TMC5,HGNC:22999,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5419
TMC5-AS1,HGNC:58394,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5420
TMCO4,HGNC:27393,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5421
TMED11P,HGNC:35401,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5422
TMED3,HGNC:28889,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5423
TMED9,HGNC:24878,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5424
TMEFF2,HGNC:11867,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5425
TMEM106A,HGNC:28288,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,11,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5426
TMEM119,HGNC:27884,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5427
TMEM132B,HGNC:29397,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5428
TMEM132C,HGNC:25436,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5429
TMEM132D,HGNC:29411,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5430
TMEM170A,HGNC:29577,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5431
TMEM178B,HGNC:44112,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5432
TMEM179,HGNC:20137,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5433
TMEM182,HGNC:26391,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5434
TMEM186,HGNC:24530,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5435
TMEM191A,HGNC:25317,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5436
TMEM202,HGNC:33733,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5437
TMEM212,HGNC:34295,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5438
TMEM212-AS1,HGNC:41939,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5439
TMEM212-IT1,HGNC:41505,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5440
TMEM254-AS1,HGNC:27340,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5441
TMEM263-DT,HGNC:55395,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5442
TMEM277P,HGNC:25050,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5443
TMEM41B,HGNC:28948,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5444
TMEM52B,HGNC:26438,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5445
TMEM64,HGNC:25441,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5446
TMEM87A,HGNC:24522,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,10,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5447
TMEM97P1,HGNC:39640,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5448
TMIGD2,HGNC:28324,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,10,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5449
TMIGD3,HGNC:51375,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5450
TMPRSS4,HGNC:11878,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5451
TMTC1,HGNC:24099,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5452
TMTC2,HGNC:25440,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5453
TMZR1,HGNC:58351,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5454
TNFRSF21,HGNC:13469,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5455
TNFSF14,HGNC:11930,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5456
TNK2,HGNC:19297,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5457
TNKS,HGNC:11941,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5458
TNN,HGNC:22942,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5459
TOM1L1,HGNC:11983,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5460
TOMM34,HGNC:15746,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5461
TOMM40P4,HGNC:54633,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5462
TOX2,HGNC:16095,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,10,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5463
TP53INP1,HGNC:18022,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,4,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5464
TPD52,HGNC:12005,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5465
TPD52L1,HGNC:12006,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5466
TPM1-AS,HGNC:53635,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5467
TPM3P9,HGNC:44142,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5468
TPSAB1,HGNC:12019,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5469
TPTE,HGNC:12023,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,9,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5470
TPTE2,HGNC:17299,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5471
TPTE2-AS1,HGNC:42668,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5472
TPTE2P6,HGNC:42644,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5473
TRABD2B,HGNC:44200,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5474
TRAF2,HGNC:12032,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5475
TRAPPC8,HGNC:29169,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,11,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5476
TRARG1,HGNC:29592,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5477
TRAV8-4,HGNC:12149,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5478
TRBV11-3,HGNC:12182,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5479
TRBV21OR9-2,HGNC:12199,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5480
TRBV22OR9-2,HGNC:18740,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5481
TRBV5-4,HGNC:12221,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5482
TRBV5-7,HGNC:12224,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5483
TRBV7-7,HGNC:12241,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5484
TRD-AS1,HGNC:56197,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5485
TREML4,HGNC:30807,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5486
TRHDE,HGNC:30748,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,3,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5487
TRHDE-AS1,HGNC:27471,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5488
TRIB3,HGNC:16228,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5489
TRIM13,HGNC:9976,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,8,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5490
TRIM25,HGNC:12932,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5491
TRIM27,HGNC:9975,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,6,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5492
TRIM29,HGNC:17274,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5493
TRIM38,HGNC:10059,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5494
TRIM4,HGNC:16275,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5495
TRIM5,HGNC:16276,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,7,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5496
TRIM61,HGNC:24339,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,2,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5497
TRIM75,HGNC:32686,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,1,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5498
TRIQK,HGNC:27828,,NO_GENE_DISEASE_MODEL,,,,,,,,,,,0,8,8,0,8,4.9411076484478516,5,annotated_gene,,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,no_gene_disease_model,hpo_list,5499
