gene_symbol,hgnc_id,gene_score,conclusion_code,best_disease_score,best_disease_name,best_omim_id,best_orpha_id,best_mondo_id,best_disease_source_dbs,best_disease_match_status,mapping_basis,second_best_disease_score,score_gap_to_second_best,disease_profile_count,input_hpo_count,scoring_hpo_count,matched_hpo_count,unmatched_hpo_count,mean_input_hpo_ic,candidate_variant_count_in_gene,gene_sources,best_term_evidence_summary,db_versions,warning,sample_id,gene_rank
GRIN2D,HGNC:4588,0.574545,PHENOTYPE_MATCH_MODERATE,0.574545,Non-specific early-onset epileptic encephalopathy,,442835,MONDO:0018614,ORPHA,separate_orpha_record,none,0.246183,0.328362,2,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000504:0.671;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000546:0.607;HP:0001117->HP:0000504:0.412;HP:0032122->HP:0000504:0.395;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,41
HCN1,HGNC:4845,0.574545,PHENOTYPE_MATCH_MODERATE,0.574545,Non-specific early-onset epileptic encephalopathy,,442835,MONDO:0018614,ORPHA,separate_orpha_record,none,0.000000,0.574545,4,8,8,8,0,4.941108,2,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000504:0.671;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000546:0.607;HP:0001117->HP:0000504:0.412;HP:0032122->HP:0000504:0.395;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,42
KCNC2,HGNC:6234,0.574545,PHENOTYPE_MATCH_MODERATE,0.574545,Non-specific early-onset epileptic encephalopathy,,442835,MONDO:0018614,ORPHA,separate_orpha_record,none,0.000000,0.574545,2,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000504:0.671;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000546:0.607;HP:0001117->HP:0000504:0.412;HP:0032122->HP:0000504:0.395;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,43
KCNH5,HGNC:6254,0.574545,PHENOTYPE_MATCH_MODERATE,0.574545,Non-specific early-onset epileptic encephalopathy,,442835,MONDO:0018614,ORPHA,separate_orpha_record,none,0.000000,0.574545,2,8,8,8,0,4.941108,3,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000504:0.671;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000546:0.607;HP:0001117->HP:0000504:0.412;HP:0032122->HP:0000504:0.395;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,44
PPP3CA,HGNC:9314,0.574545,PHENOTYPE_MATCH_MODERATE,0.574545,Non-specific early-onset epileptic encephalopathy,,442835,MONDO:0018614,ORPHA,separate_orpha_record,none,0.361424,0.213121,3,8,8,8,0,4.941108,10,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000504:0.671;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000546:0.607;HP:0001117->HP:0000504:0.412;HP:0032122->HP:0000504:0.395;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,45
SCN1A,HGNC:10585,0.574545,PHENOTYPE_MATCH_MODERATE,0.574545,Non-specific early-onset epileptic encephalopathy,,442835,MONDO:0018614,ORPHA,separate_orpha_record,none,0.336693,0.237853,11,8,8,8,0,4.941108,6,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000504:0.671;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000546:0.607;HP:0001117->HP:0000504:0.412;HP:0032122->HP:0000504:0.395;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,46
SCN3A,HGNC:10590,0.574545,PHENOTYPE_MATCH_MODERATE,0.574545,Non-specific early-onset epileptic encephalopathy,,442835,MONDO:0018614,ORPHA,separate_orpha_record,none,0.246183,0.328362,4,8,8,8,0,4.941108,6,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000504:0.671;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000546:0.607;HP:0001117->HP:0000504:0.412;HP:0032122->HP:0000504:0.395;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,47
SYNJ1,HGNC:11503,0.574545,PHENOTYPE_MATCH_MODERATE,0.574545,Non-specific early-onset epileptic encephalopathy,,442835,MONDO:0018614,ORPHA,separate_orpha_record,none,0.336693,0.237853,5,8,8,8,0,4.941108,7,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000504:0.671;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000546:0.607;HP:0001117->HP:0000504:0.412;HP:0032122->HP:0000504:0.395;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,48
SZT2,HGNC:29040,0.574545,PHENOTYPE_MATCH_MODERATE,0.574545,Non-specific early-onset epileptic encephalopathy,,442835,MONDO:0018614,ORPHA,separate_orpha_record,none,0.200775,0.373770,2,8,8,8,0,4.941108,3,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000504:0.671;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000546:0.607;HP:0001117->HP:0000504:0.412;HP:0032122->HP:0000504:0.395;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,49
SNAP29,HGNC:11133,0.569530,PHENOTYPE_MATCH_MODERATE,0.569530,"Cerebral dysgenesis, neuropathy, ichthyosis, and palmoplantar keratoderma syndrome",609528,66631,MONDO:0012290,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,,,1,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000504:0.671;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000648:0.554;HP:0001117->HP:0000504:0.412;HP:0032122->HP:0000504:0.395;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,50
AGTPBP1,HGNC:17258,0.568271,PHENOTYPE_MATCH_MODERATE,0.568271,Pontocerebellar hypoplasia type 1,,2254,MONDO:0016396,ORPHA,separate_orpha_record,none,0.214206,0.354065,2,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000529:0.896;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000648:0.554;HP:0001117->HP:0000529:0.349;HP:0032122->HP:0000529:0.339;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,51
TNFRSF11A,HGNC:11908,0.568271,PHENOTYPE_MATCH_MODERATE,0.568271,"Osteopetrosis, autosomal recessive 7",612301,,MONDO:0012859,OMIM,separate_omim_record,none,0.462749,0.105521,4,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0000529:0.896;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000648:0.554;HP:0001117->HP:0000529:0.349;HP:0032122->HP:0000529:0.339;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,52
RIMS2,HGNC:17283,0.568246,PHENOTYPE_MATCH_MODERATE,0.568246,"Cone-rod synaptic disorder syndrome, congenital nonprogressive",618970,,,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,16,annotated_gene,HP:0001112->HP:0000543:0.419;HP:0000572->HP:0007663:0.636;HP:0000648->HP:0000543:0.754;HP:0000587->HP:0000543:0.758;HP:0001103->HP:0000543:0.478;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0000543:0.791,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,53
PITPNM3,HGNC:21043,0.564570,PHENOTYPE_MATCH_MODERATE,0.564570,Cone rod dystrophy,,1872,MONDO:0015993,ORPHA,separate_orpha_record,none,0.527672,0.036898,2,8,8,8,0,4.941108,7,annotated_gene,HP:0001112->HP:0000543:0.419;HP:0000572->HP:0000529:0.896;HP:0000648->HP:0000543:0.754;HP:0000587->HP:0000543:0.758;HP:0001103->HP:0007703:0.623;HP:0001117->HP:0000505:0.444;HP:0032122->HP:0000505:0.427;HP:0012795->HP:0000543:0.791,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,54
FA2H,HGNC:21197,0.564419,PHENOTYPE_MATCH_MODERATE,0.564419,Fatty acid hydroxylase-associated neurodegeneration,,329308,MONDO:0017999,ORPHA,separate_orpha_record,none,0.464323,0.100096,2,8,8,8,0,4.941108,3,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0007924:0.741;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000648:0.554;HP:0001117->HP:0001123:0.379;HP:0032122->HP:0001123:0.367;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,55
SLC25A19,HGNC:14409,0.562548,PHENOTYPE_MATCH_MODERATE,0.562548,"Microcephaly, Amish type",607196,99742,MONDO:0011790,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,0.000000,0.562548,2,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0100704:0.539;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0007750:0.787;HP:0001117->HP:0100704:0.370;HP:0032122->HP:0100704:0.357;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,56
CNGB3,HGNC:2153,0.559139,PHENOTYPE_MATCH_MODERATE,0.559139,Achromatopsia,,49382,MONDO:0018852,ORPHA,separate_orpha_record,none,0.488709,0.070429,3,8,8,8,0,4.941108,3,annotated_gene,HP:0001112->HP:0001103:0.323;HP:0000572->HP:0007663:0.636;HP:0000648->HP:0001103:0.554;HP:0000587->HP:0001103:0.600;HP:0001103->HP:0001103:1.000;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0001103:0.583,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,57
GNA11,HGNC:4379,0.555855,PHENOTYPE_MATCH_MODERATE,0.555855,Uveal melanoma,,39044,MONDO:0006486,ORPHA,separate_orpha_record,none,0.364361,0.191494,5,8,8,8,0,4.941108,3,annotated_gene,HP:0001112->HP:0001098:0.385;HP:0000572->HP:0000572:1.000;HP:0000648->HP:0001098:0.765;HP:0000587->HP:0001098:0.856;HP:0001103->HP:0001098:0.667;HP:0001117->HP:0000572:0.377;HP:0032122->HP:0000572:0.364;HP:0012795->HP:0001098:0.822,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,58
ADGRV1,HGNC:17416,0.550694,PHENOTYPE_MATCH_MODERATE,0.550694,Usher syndrome type 2,,231178,MONDO:0016484,ORPHA,separate_orpha_record,none,0.234015,0.316680,3,8,8,8,0,4.941108,10,annotated_gene,HP:0001112->HP:0000510:0.315;HP:0000572->HP:0000572:1.000;HP:0000648->HP:0000510:0.531;HP:0000587->HP:0000510:0.574;HP:0001103->HP:0000510:0.597;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0000510:0.558,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,59
CDH23,HGNC:13733,0.550694,PHENOTYPE_MATCH_MODERATE,0.550694,Usher syndrome type 1,,231169,MONDO:0010168,ORPHA,separate_orpha_record,none,0.466382,0.084312,7,8,8,8,0,4.941108,7,annotated_gene,HP:0001112->HP:0000510:0.315;HP:0000572->HP:0000572:1.000;HP:0000648->HP:0000510:0.531;HP:0000587->HP:0000510:0.574;HP:0001103->HP:0000510:0.597;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0000510:0.558,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,60
PCDH15,HGNC:14674,0.550694,PHENOTYPE_MATCH_MODERATE,0.550694,Usher syndrome type 1,,231169,MONDO:0010168,ORPHA,separate_orpha_record,none,0.336693,0.214002,4,8,8,8,0,4.941108,10,annotated_gene,HP:0001112->HP:0000510:0.315;HP:0000572->HP:0000572:1.000;HP:0000648->HP:0000510:0.531;HP:0000587->HP:0000510:0.574;HP:0001103->HP:0000510:0.597;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0000510:0.558,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,61
WHRN,HGNC:16361,0.550694,PHENOTYPE_MATCH_MODERATE,0.550694,Usher syndrome type 2,,231178,MONDO:0016484,ORPHA,separate_orpha_record,none,0.416590,0.134104,3,8,8,8,0,4.941108,10,annotated_gene,HP:0001112->HP:0000510:0.315;HP:0000572->HP:0000572:1.000;HP:0000648->HP:0000510:0.531;HP:0000587->HP:0000510:0.574;HP:0001103->HP:0000510:0.597;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0000510:0.558,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,62
ALDH3A2,HGNC:403,0.549036,PHENOTYPE_MATCH_MODERATE,0.549036,Sjogren-Larsson syndrome,270200,816,MONDO:0010031,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,,,1,8,8,8,0,4.941108,6,annotated_gene,HP:0001112->HP:0007703:0.324;HP:0000572->HP:0007663:0.636;HP:0000648->HP:0007703:0.556;HP:0000587->HP:0007703:0.603;HP:0001103->HP:0000608:0.885;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0007703:0.586,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,63
OCA2,HGNC:8101,0.547562,PHENOTYPE_MATCH_MODERATE,0.547562,"Albinism, oculocutaneous, type II",203200,79432,MONDO:0008746,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,0.323363,0.224199,5,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0007703:0.324;HP:0000572->HP:0000505:0.714;HP:0000648->HP:0007703:0.556;HP:0000587->HP:0007703:0.603;HP:0001103->HP:0007750:0.787;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0007703:0.586,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,64
SLC45A2,HGNC:16472,0.547562,PHENOTYPE_MATCH_MODERATE,0.547562,"Albinism, oculocutaneous, type IV",606574,79435,MONDO:0011683,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,0.159444,0.388118,2,8,8,8,0,4.941108,3,annotated_gene,HP:0001112->HP:0007703:0.324;HP:0000572->HP:0000505:0.714;HP:0000648->HP:0007703:0.556;HP:0000587->HP:0007703:0.603;HP:0001103->HP:0007750:0.787;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0007703:0.586,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,65
RBP4,HGNC:9922,0.546440,PHENOTYPE_MATCH_MODERATE,0.546440,"Retinal dystrophy, iris coloboma, and comedogenic acne syndrome",615147,,MONDO:0014060,OMIM,separate_omim_record,none,0.228760,0.317680,2,8,8,8,0,4.941108,6,annotated_gene,HP:0001112->HP:0000556:0.329;HP:0000572->HP:0000505:0.714;HP:0000648->HP:0000556:0.573;HP:0000587->HP:0000556:0.622;HP:0001103->HP:0030825:0.725;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0000556:0.604,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,66
CTNS,HGNC:2518,0.544134,PHENOTYPE_MATCH_MODERATE,0.544134,"Cystinosis, adult nonnephropathic",219750,411641,MONDO:0009064,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,0.518565,0.025570,3,8,8,8,0,4.941108,10,annotated_gene,HP:0001112->HP:0000479:0.368;HP:0000572->HP:0000505:0.714;HP:0000648->HP:0000479:0.701;HP:0000587->HP:0000479:0.777;HP:0001103->HP:0000479:0.765;HP:0001117->HP:0000505:0.444;HP:0032122->HP:0000505:0.427;HP:0012795->HP:0000479:0.749,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,67
VWA8,HGNC:29071,0.541637,PHENOTYPE_MATCH_MODERATE,0.541637,Retinitis pigmentosa 97,620422,,MONDO:0957314,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,10,annotated_gene,HP:0001112->HP:0000510:0.315;HP:0000572->HP:0007663:0.636;HP:0000648->HP:0000510:0.531;HP:0000587->HP:0000510:0.574;HP:0001103->HP:0000608:0.885;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0000510:0.558,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,68
INPP4A,HGNC:6074,0.541341,PHENOTYPE_MATCH_MODERATE,0.541341,"Neurodevelopmental disorder with growth impairment, quadriparesis, and poor or absent speech",621354,,,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000609:0.399;HP:0000572->HP:0007663:0.636;HP:0000648->HP:0000609:0.648;HP:0000587->HP:0000609:0.695;HP:0001103->HP:0000609:0.444;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0000609:0.678,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,69
NARS2,HGNC:26274,0.540456,PHENOTYPE_MATCH_MODERATE,0.540456,Combined oxidative phosphorylation deficiency 24,616239,,MONDO:0014547,OMIM,separate_omim_record,none,0.051396,0.489059,3,8,8,8,0,4.941108,11,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0100704:0.539;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000648:0.554;HP:0001117->HP:0100704:0.370;HP:0032122->HP:0100704:0.357;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,70
SARDH,HGNC:10536,0.538355,PHENOTYPE_MATCH_MODERATE,0.538355,SARCOSINEMIA,268900,3129,MONDO:0010008,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,,,1,8,8,8,0,4.941108,10,annotated_gene,HP:0001112->HP:0000648:0.460;HP:0000572->HP:0007875:0.398;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000648:0.906;HP:0001103->HP:0000648:0.554;HP:0001117->HP:0007875:0.399;HP:0032122->HP:0007875:0.388;HP:0012795->HP:0000648:0.941,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,71
NDUFAF1,HGNC:18828,0.536923,PHENOTYPE_MATCH_MODERATE,0.536923,Isolated complex I deficiency,,2609,MONDO:0100224,ORPHA,separate_orpha_record,none,0.429181,0.107742,2,8,8,8,0,4.941108,10,annotated_gene,HP:0001112->HP:0000543:0.419;HP:0000572->HP:0000618:0.541;HP:0000648->HP:0000543:0.754;HP:0000587->HP:0000543:0.758;HP:0001103->HP:0000543:0.478;HP:0001117->HP:0000618:0.497;HP:0032122->HP:0000618:0.481;HP:0012795->HP:0000543:0.791,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,72
NDUFB9,HGNC:7704,0.536923,PHENOTYPE_MATCH_MODERATE,0.536923,Isolated complex I deficiency,,2609,MONDO:0100224,ORPHA,separate_orpha_record,none,0.000000,0.536923,2,8,8,8,0,4.941108,6,annotated_gene,HP:0001112->HP:0000543:0.419;HP:0000572->HP:0000618:0.541;HP:0000648->HP:0000543:0.754;HP:0000587->HP:0000543:0.758;HP:0001103->HP:0000543:0.478;HP:0001117->HP:0000618:0.497;HP:0032122->HP:0000618:0.481;HP:0012795->HP:0000543:0.791,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,73
NUBPL,HGNC:20278,0.536923,PHENOTYPE_MATCH_MODERATE,0.536923,Isolated complex I deficiency,,2609,MONDO:0100224,ORPHA,separate_orpha_record,none,0.214206,0.322717,2,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000543:0.419;HP:0000572->HP:0000618:0.541;HP:0000648->HP:0000543:0.754;HP:0000587->HP:0000543:0.758;HP:0001103->HP:0000543:0.478;HP:0001117->HP:0000618:0.497;HP:0032122->HP:0000618:0.481;HP:0012795->HP:0000543:0.791,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,74
LYST,HGNC:1968,0.534892,PHENOTYPE_MATCH_MODERATE,0.534892,Chediak-Higashi syndrome,214500,167,MONDO:0008963,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,0.177200,0.357692,2,8,8,8,0,4.941108,3,annotated_gene,HP:0001112->HP:0007703:0.324;HP:0000572->HP:0007663:0.636;HP:0000648->HP:0007703:0.556;HP:0000587->HP:0007703:0.603;HP:0001103->HP:0001104:0.736;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0007703:0.586,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,75
SH3TC2,HGNC:29427,0.531349,PHENOTYPE_MATCH_MODERATE,0.531349,"Charcot-Marie-Tooth disease, type 4C",601596,99949,MONDO:0011113,OMIM;ORPHA,matched_same_disease,MONDO_equivalentTo,0.000000,0.531349,2,8,8,8,0,4.941108,1,annotated_gene,HP:0001112->HP:0000587:0.483;HP:0000572->HP:0000651:0.462;HP:0000648->HP:0000648:1.000;HP:0000587->HP:0000587:1.000;HP:0001103->HP:0000587:0.600;HP:0001117->HP:0007994:0.323;HP:0032122->HP:0007994:0.314;HP:0012795->HP:0000587:0.965,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,76
RCBTB1,HGNC:18243,0.530591,PHENOTYPE_MATCH_MODERATE,0.530591,Retinal dystrophy with or without extraocular anomalies,617175,,MONDO:0014955,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000556:0.329;HP:0000572->HP:0007663:0.636;HP:0000648->HP:0000556:0.573;HP:0000587->HP:0000556:0.622;HP:0001103->HP:0000556:0.639;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0000556:0.604,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,77
WDPCP,HGNC:28027,0.530591,PHENOTYPE_MATCH_MODERATE,0.530591,Bardet-Biedl syndrome,,110,MONDO:0015229,ORPHA,separate_orpha_record,none,0.187861,0.342730,3,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000556:0.329;HP:0000572->HP:0007663:0.636;HP:0000648->HP:0000556:0.573;HP:0000587->HP:0000556:0.622;HP:0001103->HP:0000556:0.639;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0000556:0.604,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,78
TASP1,HGNC:15859,0.527360,PHENOTYPE_MATCH_MODERATE,0.527360,Suleiman-El-Hattab syndrome,618950,,,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,10,annotated_gene,HP:0001112->HP:0000543:0.419;HP:0000572->HP:0000646:0.514;HP:0000648->HP:0000543:0.754;HP:0000587->HP:0000543:0.758;HP:0001103->HP:0000543:0.478;HP:0001117->HP:0000646:0.480;HP:0032122->HP:0000646:0.464;HP:0012795->HP:0000543:0.791,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,79
TENM3,HGNC:29944,0.524841,PHENOTYPE_MATCH_MODERATE,0.524841,"Microphthalmia, isolated, with coloboma 9",615145,,MONDO:0014059,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0000541:0.306;HP:0000572->HP:0000505:0.714;HP:0000648->HP:0000541:0.505;HP:0000587->HP:0000541:0.543;HP:0001103->HP:0001116:0.707;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0000541:0.529,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,80
SLC38A8,HGNC:32434,0.518731,PHENOTYPE_MATCH_MODERATE,0.518731,Foveal hypoplasia 2,609218,,MONDO:0012216,OMIM,separate_omim_record,none,,,1,8,8,8,0,4.941108,5,annotated_gene,HP:0001112->HP:0025551:0.322;HP:0000572->HP:0007663:0.636;HP:0000648->HP:0025551:0.468;HP:0000587->HP:0025551:0.492;HP:0001103->HP:0007750:0.787;HP:0001117->HP:0007663:0.554;HP:0032122->HP:0007663:0.534;HP:0012795->HP:0025551:0.483,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,81
NDE1,HGNC:17619,0.516403,PHENOTYPE_MATCH_MODERATE,0.516403,Hydranencephaly,,2177,MONDO:0016344,ORPHA,separate_orpha_record,none,0.324472,0.191931,4,8,8,8,0,4.941108,11,annotated_gene,HP:0001112->HP:0000609:0.399;HP:0000572->HP:0000618:0.541;HP:0000648->HP:0000609:0.648;HP:0000587->HP:0000609:0.695;HP:0001103->HP:0000533:0.511;HP:0001117->HP:0000618:0.497;HP:0032122->HP:0000618:0.481;HP:0012795->HP:0000609:0.678,HPO:2026-02-16;HPOA:2026-02-16;MONDO:2026-05-05;OMIM:2025-04-11,,hpo_list,82
